subscriber_id,cluster_idx,cluster_label,primary_distance,secondary_distance,confidence,overlays,dist_Voice-centric,dist_Underutilized / overspending,dist_Streaming & data-heavy,dist_Light / occasional user,dist_Roaming / travel-heavy,data_trend,voice_trend,roaming_trend,lines_trend
SUB00021,2,Streaming & data-heavy,1.2102931496126699,3.7474037867525998,High,Data appetite shrinking,6.452875989439021,3.7474037867525998,1.2102931496126699,6.555458183426104,5.734705146392216,-0.7866184275562952,3.1906107562171964,-0.22290881309759547,0.030481172399705478
SUB00022,3,Light / occasional user,0.5678789486430408,3.885901776183984,High,Data appetite growing|Voice declining → data migration,3.885901776183984,5.590069175399796,5.708570685156734,0.5678789486430408,6.003189636289895,0.7297742323173161,-1.5497932287218272,-0.013005964269443974,0.0
SUB00023,2,Streaming & data-heavy,1.25133252392137,4.010233380955295,High,Data appetite shrinking|Voice declining → data migration|Roaming increasing,5.435157091156701,4.010233380955295,1.25133252392137,4.7256481637638394,5.861958035100401,-0.6494154452898558,-2.802788238966732,0.20566995317177403,-0.0158182113790682
SUB00024,4,Roaming / travel-heavy,0.383540971358886,4.776400903881194,High,Data appetite shrinking|Voice declining → data migration,5.590243418309991,4.776400903881194,5.554576317831006,5.496763004557719,0.383540971358886,-1.601593513341185,-8.376601054062643,0.10153954064538318,-0.05937246285168084
SUB00025,0,Voice-centric,0.4782421761400184,3.5476757946736845,High,Data appetite shrinking,0.4782421761400184,4.3954907582952485,5.932801088731422,3.5476757946736845,5.9227532878619265,-0.35379123432696574,15.802443078629198,-0.1754763031589589,0.0
SUB00026,1,Underutilized / overspending,0.9493896645591191,3.5577562406243706,High,Data appetite growing|Voice declining → data migration,4.349653334304767,0.9493896645591191,3.5577562406243706,5.404134712156935,5.0458493971735106,0.600773692166495,-4.063175781038008,-0.09210385575819693,0.02109903753498802
SUB00027,3,Light / occasional user,1.0154997279301066,3.52722383831116,High,Data appetite shrinking,3.52722383831116,5.138659759598529,5.601096167570941,1.0154997279301066,5.753628694745247,-0.3684523163864767,-0.0823027506524345,-0.15567000136033474,-0.018332009136108107
SUB00028,2,Streaming & data-heavy,1.3092261773315468,4.186998688020029,High,Data appetite shrinking|Voice declining → data migration,6.702937235366342,4.186998688020029,1.3092261773315468,6.72121139714172,6.007103245404151,-0.9574062103970595,-5.717967339290643,-0.013155740380830831,0.014075166470687009
SUB00029,3,Light / occasional user,1.179718935623046,3.9772770681280627,High,Data appetite growing,3.9772770681280627,5.645046471606427,5.772715369089152,1.179718935623046,5.986953526979396,0.684669633813524,0.7435455503820612,0.12382878129331612,0.0
SUB00030,2,Streaming & data-heavy,1.360024347660074,3.870616134983863,High,Data appetite growing,5.419465519529969,3.870616134983863,1.360024347660074,4.752613497948007,5.984618921531053,0.3818644121590641,0.46712503143337275,-0.07203443882693086,0.04850223558480399
SUB00031,4,Roaming / travel-heavy,0.3669172633275056,4.958215322708489,High,Data appetite shrinking,6.003932976199384,4.958215322708489,5.826977949805073,5.990815518614643,0.3669172633275056,-1.2465629156443974,1.366646619636041,0.11548300089075077,-0.03712099089375639
SUB00032,0,Voice-centric,0.31454676781065444,3.74116221205181,High,,0.31454676781065444,4.302076027351737,6.000720277040301,3.74116221205181,5.931286291780915,0.14848871559387286,1.9853892406236355,-0.010679512005329425,0.0
SUB00033,1,Underutilized / overspending,0.9173440293679417,3.595577681860758,High,Data appetite growing|Voice declining → data migration,4.005899346145099,0.9173440293679417,3.595577681860758,5.08565561353624,4.865624066559255,0.8187884994821207,-6.808379681677683,0.1799577497055263,-0.0008568362856482346
SUB00034,3,Light / occasional user,0.5954060184014202,3.4310361714877393,High,Data appetite shrinking,3.4310361714877393,5.029180972242891,5.5361956690207315,0.5954060184014202,5.586668241986948,-0.25479871596649223,1.4363581234355705,0.09338031277535262,0.0023946581260397607
SUB00035,2,Streaming & data-heavy,2.3289158686515528,4.766517502221165,High,Data appetite growing|Voice declining → data migration,7.219228064901006,4.766517502221165,2.3289158686515528,7.293665087308222,6.322795994322863,1.4195534938701835,-5.43845411213919,0.0181211246753166,0.0009516141576245325
SUB00036,3,Light / occasional user,2.2393518352220148,4.464010627919929,High,,4.464010627919929,5.933932678163172,6.165798272244412,2.2393518352220148,6.3462625611382775,-0.10951542623610806,0.23975277692484984,-0.021193925485060185,0.0
SUB00037,2,Streaming & data-heavy,1.687312974638897,4.114900257230019,High,Data appetite growing,5.638753784846255,4.114900257230019,1.687312974638897,4.947479198070644,6.067805786232647,0.6605928578354542,5.866564163464197,-0.02940283810155266,0.01571819169156246
SUB00038,4,Roaming / travel-heavy,0.9335348055530415,4.8628327205679485,High,Data appetite growing,5.746107787104623,4.8628327205679485,5.655169768295752,5.684710357740469,0.9335348055530415,0.15935979920410268,5.171894062144496,0.09788684492819075,-0.04369992778387254
SUB00039,0,Voice-centric,0.7573624520228146,3.617753762341359,High,Data appetite growing,0.7573624520228146,4.222850774351379,5.818711198410912,3.617753762341359,5.841642583288326,0.8799808695240173,19.039506922568403,-0.15077790953858078,0.0
SUB00040,1,Underutilized / overspending,2.2918949055069375,4.370367910875808,High,Data appetite growing,4.886218649338084,2.2918949055069375,4.370367910875808,5.98350074367593,5.617144275834045,0.4438619127216193,4.460987172923956,-0.14535179602741038,0.004786089412250455
SUB00041,3,Light / occasional user,0.43734170758350793,3.5332386341981374,High,Data appetite growing,3.5332386341981374,5.193157558040922,5.583369211824821,0.43734170758350793,5.743319744703878,0.2662008353792429,2.056169832785578,-0.09284862896402152,0.013995465870055675
SUB00042,2,Streaming & data-heavy,2.0498250256579897,3.989926459271663,High,Data appetite growing,6.64069691097011,3.989926459271663,2.0498250256579897,6.748815664045007,5.779443872416991,0.4386302426180343,9.45814095323052,0.0964352106935865,-0.011889660043812627
SUB00043,3,Light / occasional user,0.6555458444397516,3.8831217264447413,High,Voice declining → data migration,3.8831217264447413,5.5344833100820905,5.740207675850089,0.6555458444397516,5.848276327619114,0.05830543732708257,-0.7892499780250108,0.12502101372789282,0.0
SUB00044,2,Streaming & data-heavy,1.5339042239164202,4.195344953378596,High,Data appetite growing,5.536646821644709,4.195344953378596,1.5339042239164202,4.803319248387573,5.999208026949118,0.5235775768376829,1.2907349472637903,0.13925870512890134,0.05699916220373303
SUB00045,4,Roaming / travel-heavy,0.3500069146661335,5.079218113096155,High,Data appetite shrinking,5.924989779026587,5.079218113096155,5.8952299982883325,5.851863978223678,0.3500069146661335,-0.6586093865285694,4.978081863670349,0.018444981258630002,0.004789555279283995
SUB00046,0,Voice-centric,0.2604454645635241,3.653264060956335,High,Data appetite shrinking,0.2604454645635241,4.157775107055443,5.907309393739447,3.653264060956335,5.819724725542199,-0.45901030235083645,14.265970711601327,-0.05927016105566561,0.0
SUB00047,1,Underutilized / overspending,1.5693193193187165,3.8154285820666325,High,Data appetite shrinking,4.2726890353177955,1.5693193193187165,3.8154285820666325,5.285788122037744,4.976850696823556,-0.2114949972261739,10.728421339792844,-0.05362220637184462,0.00738954508011072
SUB00048,3,Light / occasional user,1.4938989851840359,3.7798732065156995,High,Data appetite growing,3.7798732065156995,5.2949555497305845,5.685849950282149,1.4938989851840359,5.881133304135931,0.5881621397156769,2.1996003364315655,0.0016205734940008308,0.0085749879745749
SUB00049,2,Streaming & data-heavy,0.958479970838825,3.5289088206032284,High,Data appetite shrinking|Voice declining → data migration,6.162723312548648,3.5289088206032284,0.958479970838825,6.24699205348768,5.5226138425494025,-0.303846519377848,-4.57615577111496,0.017156009416513903,0.03376672130488791
SUB00050,3,Light / occasional user,1.3798095615065498,4.056460035601174,High,Data appetite growing,4.056460035601174,5.704695442357959,5.848875128448632,1.3798095615065498,6.1009651013698285,0.4489485067063695,1.0291482106060639,-0.0173172247183733,0.0
SUB00051,2,Streaming & data-heavy,2.179800774119449,4.390742181600387,High,Data appetite shrinking|Voice declining → data migration,5.8351607318639305,4.390742181600387,2.179800774119449,5.142947463438292,6.318122110734444,-2.168808323943873,-6.32354920972757,-0.09525418479080194,0.010409505787915293
SUB00052,4,Roaming / travel-heavy,0.26692350265269443,4.693508012672451,High,Data appetite shrinking,5.723871887172939,4.693508012672451,5.594373137200714,5.703996360329109,0.26692350265269443,-0.15953630072667302,10.139350027750197,-0.19710037418605364,-0.010986279868796002
SUB00053,0,Voice-centric,2.1392705807033097,4.060549367394516,High,Data appetite shrinking,2.1392705807033097,4.857611473381272,6.23269673235401,4.060549367394516,6.258663347641769,-0.368591169093811,10.222758467127075,-0.12869410985049443,0.0
SUB00054,1,Underutilized / overspending,1.331039718354197,3.92267443208013,High,Data appetite growing,4.437590422148885,1.331039718354197,3.92267443208013,5.53194510323255,5.214785694051539,0.16679154778019142,3.2840556472029556,-0.21635097680768411,-0.007922441764270734
SUB00055,3,Light / occasional user,1.5628114974229543,3.8325317019574623,High,Data appetite growing,3.8325317019574623,5.3868358134441685,5.659704051119382,1.5628114974229543,5.935003121044965,0.9459806919412413,1.4211965384038985,0.040677365647059066,0.02087155061123993
SUB00056,2,Streaming & data-heavy,1.7749749004593267,4.208537423316027,High,Data appetite shrinking,6.8669552928141755,4.208537423316027,1.7749749004593267,6.987231661007248,5.881728337804517,-0.58179765052654,0.5214147437508653,0.17229681568707084,0.020591201980118424
SUB00057,3,Light / occasional user,0.6518286670092603,3.806070778839391,High,Data appetite shrinking|Voice declining → data migration,3.806070778839391,5.469041602709185,5.751961866900224,0.6518286670092603,5.911581912391586,-0.1827966277554993,-1.931108660869558,0.0005958618802049309,0.0
SUB00058,2,Streaming & data-heavy,1.0265424802833987,4.071102021024893,High,Data appetite growing,5.671472289228646,4.071102021024893,1.0265424802833987,5.051127511332114,6.046084491176845,0.5318065841039037,5.374340936277496,0.04508637086959298,-0.016379421420297795
SUB00059,4,Roaming / travel-heavy,1.5008271352089868,5.116071786876896,High,Data appetite growing|Voice declining → data migration,6.145060321837051,5.116071786876896,5.9508293681671285,6.174934452294163,1.5008271352089868,0.2436894040612701,-5.676812287958566,-0.21514384918907598,-0.018728019983515407
SUB00060,0,Voice-centric,0.724131940765982,3.431374603220453,High,Data appetite shrinking|Voice declining → data migration,0.724131940765982,4.380518521420422,5.93409018768081,3.431374603220453,5.783704472438276,-0.32438417664004504,-5.338327625902587,0.027501606305297428,0.0
SUB00061,1,Underutilized / overspending,0.677825545573095,3.5449635240209383,High,Data appetite growing|Voice declining → data migration,4.111661217705544,0.677825545573095,3.5449635240209383,5.129542349927394,4.759867306040675,0.4120435723425567,-9.945524858570998,-0.01354539447573539,0.048109464816345975
SUB00062,3,Light / occasional user,1.0911042284531347,3.637441362498643,High,,3.637441362498643,5.217508524376472,5.54274978305247,1.0911042284531347,5.684965242748836,0.10536346981423819,3.3254820410175214,0.19651937968414193,0.007834698893145545
SUB00063,2,Streaming & data-heavy,1.6100164689536214,3.283930951441435,High,Data appetite shrinking,6.02406467976557,3.283930951441435,1.6100164689536214,6.215881768832217,4.99157723113748,-0.9664178915739902,1.5910783977030079,-0.05740307849359471,0.03484981652594709
SUB00064,3,Light / occasional user,0.7119462218601208,3.9246720636247163,High,Data appetite shrinking|Voice declining → data migration,3.9246720636247163,5.601661951665209,5.787575990723901,0.7119462218601208,5.997839476185471,-0.177858064899062,-1.0198445484236904,-0.017774332606775564,0.0
SUB00065,2,Streaming & data-heavy,1.2084147698156646,4.012490406484271,High,Data appetite growing|Voice declining → data migration,5.517545894249349,4.012490406484271,1.2084147698156646,4.821979726413037,6.006845511037163,0.9229472037974576,-0.8704215006340191,0.028258255438106922,-0.02676975050330866
SUB00066,4,Roaming / travel-heavy,2.3951651986223412,5.50913221767577,High,Data appetite shrinking,6.352592666468518,5.50913221767577,6.304580166374685,6.269022354593487,2.3951651986223412,-1.028683016763584,7.338584907507296,-0.08840949027813015,-0.007571374601189917
SUB00067,0,Voice-centric,0.3611514790986868,3.8324282538061403,High,Data appetite growing|Voice declining → data migration|Roaming increasing,0.3611514790986868,4.274519278209285,5.944226166642088,3.8324282538061403,5.934482521036626,0.15716347690137206,-5.92559742468813,0.23385332890368377,0.0
SUB00068,1,Underutilized / overspending,0.2621377086475375,3.7295145088459902,High,Data appetite shrinking,4.097728777150063,0.2621377086475375,3.7295145088459902,5.244682753365187,4.89796399531978,-0.9698850031695846,6.205439996214578,-0.20109404157028793,-0.02673215666565153
SUB00069,3,Light / occasional user,0.458992635616099,3.3816432436959096,High,Data appetite shrinking|Voice declining → data migration,3.3816432436959096,5.0713169857030875,5.575219702376513,0.458992635616099,5.711731391535644,-0.4132258882382231,-1.8100895071963512,-0.1086972900039021,-0.0035679724269510405
SUB00070,2,Streaming & data-heavy,1.8826036992993644,3.8521802558097473,High,Data appetite growing|Voice declining → data migration,6.373678410821851,3.8521802558097473,1.8826036992993644,6.504204267299882,5.584820009858093,0.3523113873438471,-1.6438552534509534,0.11335772540554685,-0.04717656184470482
SUB00071,3,Light / occasional user,0.913916256176655,3.9804618569037777,High,Data appetite growing,3.9804618569037777,5.640034194183511,5.741367680936149,0.913916256176655,6.052304261848012,0.6406137292137882,2.0404275181294853,-0.022991229750856566,0.0
SUB00072,2,Streaming & data-heavy,1.322343282206063,4.240981358458702,High,Voice declining → data migration,5.6456418494051,4.240981358458702,1.322343282206063,4.916291602039552,6.1405491347341234,0.105879195102594,-3.3472496448586853,-0.018543792553601186,0.00694982132874895
SUB00073,4,Roaming / travel-heavy,0.6205289619892884,5.152704007216258,High,Data appetite shrinking,6.173153526482886,5.152704007216258,6.025689585449281,6.205811087492553,0.6205289619892884,-0.8630831545694482,0.3615084944854794,0.1777510069697932,0.055032102434041184
SUB00074,0,Voice-centric,0.41946111774989425,3.8172783516130138,High,Data appetite growing,0.41946111774989425,4.215803742973175,5.927852598525696,3.8172783516130138,5.789812634202346,0.203851916818245,7.943207542445245,0.09817502692025433,0.0
SUB00075,1,Underutilized / overspending,0.9373658660515164,3.812922908990537,High,Data appetite shrinking|Voice declining → data migration,4.234788116653628,0.9373658660515164,3.812922908990537,5.435885004822964,4.848569979430593,-1.4388236161411205,-5.043042284656909,0.00856036553656756,-0.0065398171604115875
SUB00076,3,Light / occasional user,0.6015174930664186,3.516578815127074,High,Data appetite growing|Voice declining → data migration,3.516578815127074,5.07574524121895,5.431143888563312,0.6015174930664186,5.612923449472842,0.8777518871496844,-0.1732864728970226,0.024174185866905958,0.003035265247217307
SUB00077,2,Streaming & data-heavy,1.6691035512109416,4.057546428116918,High,Data appetite growing|Voice declining → data migration,6.624045239501908,4.057546428116918,1.6691035512109416,6.685871482903518,5.948027610030095,1.5446647558723154,-12.772837272989628,-0.07315242023901951,-0.02280088178287674
SUB00078,3,Light / occasional user,0.5659685956843059,3.9403204819589264,High,Data appetite growing|Voice declining → data migration,3.9403204819589264,5.588830618942893,5.688443689309838,0.5659685956843059,5.976365571845403,0.8421197693495999,-1.463234875655065,-0.02336643692480937,0.0
SUB00079,2,Streaming & data-heavy,1.4735815071054454,4.12742826645873,High,Data appetite shrinking|Voice declining → data migration,5.601231901661255,4.12742826645873,1.4735815071054454,4.898049363056646,6.031169516532122,-0.5362551083515822,-1.1089116641067114,0.11044756799143475,0.005829841356012073
SUB00080,4,Roaming / travel-heavy,0.49317080218218196,5.042494353004301,High,Data appetite growing|Voice declining → data migration,6.087489230087275,5.042494353004301,5.657441381237425,6.042735161290398,0.49317080218218196,0.5927570025975236,-0.34206379619179794,0.062339907011754035,0.03810597452123014
SUB00081,0,Voice-centric,0.5351581458265909,3.732779795910767,High,Data appetite shrinking|Voice declining → data migration,0.5351581458265909,4.321719863434277,5.971129706556425,3.732779795910767,5.905982736600642,-0.3984921129328529,-7.727713220990174,-0.026594182374207177,0.0
SUB00082,1,Underutilized / overspending,0.5211558192949935,3.6091194094012953,High,Data appetite growing|Roaming increasing,4.142471612014313,0.5211558192949935,3.6091194094012953,5.197856032890423,4.712278045847689,0.5332567684881212,4.235368344905812,0.20453343478517808,0.03366242955067902
SUB00083,3,Light / occasional user,1.2471582138512627,3.6844742233628325,High,Data appetite shrinking|Voice declining → data migration,3.6844742233628325,5.277103316593472,5.628497452580646,1.2471582138512627,5.7922763571947895,-0.19803911950037173,-1.7639962173977908,0.017770999799032905,-0.010738867796204215
SUB00084,2,Streaming & data-heavy,1.3487704655649573,3.671071817438712,High,,6.389338589861089,3.671071817438712,1.3487704655649573,6.529720553653657,5.473608990791002,0.05380182450528059,0.8600787186862032,0.062172649218051955,-0.03817179124969237
SUB00085,3,Light / occasional user,0.5521012656356692,3.8790417899273053,High,Data appetite growing,3.8790417899273053,5.585168338276098,5.716977143284544,0.5521012656356692,5.983596327759675,0.39687660683671705,1.9909462334610448,-0.03560778258347595,0.0
SUB00086,2,Streaming & data-heavy,1.468991171363197,4.553735285393419,High,Data appetite growing|Voice declining → data migration,5.948947428241731,4.553735285393419,1.468991171363197,5.2272059097341685,6.405607300222178,1.2536368742663189,-9.743907411533502,-0.07094456990438558,-0.010112418842467582
SUB00087,4,Roaming / travel-heavy,0.44683259040288514,4.553942108292888,High,Data appetite shrinking|Voice declining → data migration,5.655977374996372,4.553942108292888,5.445098107491736,5.6313336558940765,0.44683259040288514,-0.771872842822086,-5.637714232091178,0.06433566543429493,-0.00026807128178377805
SUB00088,0,Voice-centric,0.7403271475846848,3.7249785968769666,High,Data appetite shrinking|Roaming increasing,0.7403271475846848,4.128056943544358,5.872191702914209,3.7249785968769666,5.770546790601445,-0.4237550234733764,6.471875744133767,0.2827827858398251,0.0
SUB00089,1,Underutilized / overspending,0.8908043526231076,3.7028267851953296,High,Data appetite shrinking,3.924966733589991,0.8908043526231076,3.7028267851953296,5.039220649127994,4.589645800939914,-0.8978274562872154,2.182539909053411,0.10486018215920118,-0.015654166477484147
SUB00090,3,Light / occasional user,0.5202969224745034,3.484964259330245,High,Data appetite growing|Voice declining → data migration,3.484964259330245,5.06156222398842,5.473168685753968,0.5202969224745034,5.648638207563054,0.31445024351465045,-0.15026802600310982,-0.04196544190098301,-0.015020186308948276
SUB00091,2,Streaming & data-heavy,1.3552312576076941,3.774842107462288,High,Data appetite growing|Voice declining → data migration,6.466097868021699,3.774842107462288,1.3552312576076941,6.5908860979959165,5.471855196844046,0.21632407326564607,-7.232698541627953,0.022515923234788345,-0.02147331078736528
SUB00092,3,Light / occasional user,0.9342798656915084,3.967045775004897,High,Data appetite growing|Voice declining → data migration,3.967045775004897,5.636196438691825,5.733495330261038,0.9342798656915084,5.929691898143793,0.7263421067644658,-4.311992725115067,0.1362203642950347,0.0
SUB00093,2,Streaming & data-heavy,1.553945436556312,4.477552226888277,High,Voice declining → data migration,5.734921242353111,4.477552226888277,1.553945436556312,4.968092440669614,6.21133124215233,0.10994163659935319,-4.065551906408657,0.039604581267166504,-0.009966651669042391
SUB00094,4,Roaming / travel-heavy,0.6782229634232878,4.96517684192128,High,Data appetite shrinking|Voice declining → data migration,5.9441542732796115,4.96517684192128,5.7547472108860775,5.880129885958794,0.6782229634232878,-0.2854860488690272,-7.937200489308202,0.06800629432399935,-0.01960882933913702
SUB00095,0,Voice-centric,1.089994739030994,3.74474527529577,High,Data appetite shrinking|Voice declining → data migration,1.089994739030994,4.179989984877539,5.834368755171804,3.74474527529577,5.819143313179578,-0.26225156259050475,-9.765538232002507,0.028790101037148873,0.0
SUB00096,1,Underutilized / overspending,0.6377693090262236,3.9884514593496734,High,Data appetite shrinking,4.331494974791992,0.6377693090262236,3.9884514593496734,5.632764398805685,5.190333706514095,-0.9005546023610889,9.77561572684732,-0.1327307328186301,-0.009331830714975543
SUB00097,3,Light / occasional user,1.1878635206561894,3.679767831048104,High,Data appetite growing,3.679767831048104,5.215786597319907,5.50288291611886,1.1878635206561894,5.770848509573922,0.829772427238857,2.4744002827876455,-0.03228517915822899,-0.013788560472370724
SUB00098,2,Streaming & data-heavy,1.0580070234784127,3.4678765141362526,High,Data appetite growing|Voice declining → data migration,6.144667790968838,3.4678765141362526,1.0580070234784127,6.218800982822128,5.482343158087482,0.5155182129158319,-5.525497368797939,0.10488785109517222,0.019152048016446054
SUB00099,3,Light / occasional user,0.6515925253476063,3.9113501561948025,High,Voice declining → data migration,3.9113501561948025,5.570164956182141,5.735318349984776,0.6515925253476063,5.908195521162673,0.054704250951832865,-2.1224057933412728,0.12289483275271632,0.0
SUB00100,2,Streaming & data-heavy,1.2964982719805702,4.4217978853906725,High,Data appetite growing,5.957344702282816,4.4217978853906725,1.2964982719805702,5.314353519271112,6.288876879498847,0.3907920198619563,2.9417659673149728,0.12937774067365082,-0.048906413217093055
SUB00101,4,Roaming / travel-heavy,1.316966903872254,5.055275561108266,High,Data appetite shrinking|Voice declining → data migration,6.048626010761936,5.055275561108266,5.9542463129938765,6.008213860346248,1.316966903872254,-0.18147469022537707,-4.202319274938201,-0.3983817103679811,0.00360999062103527
SUB00102,0,Voice-centric,0.29829464256486404,3.8165894785324546,High,Data appetite growing,0.29829464256486404,3.979757799967076,5.800467105473425,3.8165894785324546,5.832083178898954,0.2606224521881686,1.4729729849758246,0.14955475147438432,0.0
SUB00103,1,Underutilized / overspending,1.4026985061303576,4.073685568117966,High,Voice declining → data migration,4.609216571583179,1.4026985061303576,4.073685568117966,5.776545965709705,5.091536337848453,-0.058182611520353957,-7.818108490852343,0.15601260894115476,-0.01270869994893258
SUB00104,3,Light / occasional user,1.7100580952033106,3.916328999875226,High,Data appetite growing|Voice declining → data migration,3.916328999875226,5.378040325313159,5.673598650685372,1.7100580952033106,5.888697012489133,0.3619859699264687,-1.151118417664066,-0.030666780153883553,-0.009807606953650417
SUB00105,2,Streaming & data-heavy,1.7703000963716429,4.1987879937781445,High,Data appetite growing,6.872951462782029,4.1987879937781445,1.7703000963716429,6.970341285189747,5.97824427067009,0.20609742515743432,1.1579041921615896,0.05311838515814878,0.0005466436497848392
SUB00106,3,Light / occasional user,0.5508366181137005,3.8841420154222397,High,Data appetite growing,3.8841420154222397,5.528433567470051,5.696291269437721,0.5508366181137005,5.95863334923876,0.6347972909721437,1.6258522730231968,-0.03181280980700549,0.0
SUB00107,2,Streaming & data-heavy,1.7708680101413476,3.80280904051318,High,Data appetite growing|Voice declining → data migration,5.277697766152522,3.80280904051318,1.7708680101413476,4.642732862641091,5.8469865492606425,0.19961999913128367,-2.5086225762541616,0.03238267603332807,-0.002811368477955425
SUB00108,4,Roaming / travel-heavy,0.35679894847172255,4.8546788137642745,High,,5.879441284213163,4.8546788137642745,5.705549240690934,5.916428273036655,0.35679894847172255,0.11028734864781504,0.7461668844086097,-0.02410085272777678,0.040007456155345573
